0,1,2,3,4,5,6,7,8
CN471390,47,139,"Polk County, TN",2009,6981,6182,799,11.4
CN471410,47,141,"Putnam County, TN",2009,33977,30673,3304,9.7
CN471430,47,143,"Rhea County, TN",2009,13124,11455,1669,12.7
CN471450,47,145,"Roane County, TN",2009,27212,24796,2416,8.9
CN471470,47,147,"Robertson County, TN",2009,32652,29351,3301,10.1
PA470500,47,149,"Rutherford County, TN",2009,128823,116637,12186,9.5
CN471510,47,151,"Scott County, TN",2009,8326,6796,1530,18.4
CN471530,47,153,"Sequatchie County, TN",2009,6266,5461,805,12.8
CN471550,47,155,"Sevier County, TN",2009,48185,43748,4437,9.2
PS470200,47,157,"Shelby County, TN",2009,441157,396314,44843,10.2
CN471590,47,159,"Smith County, TN",2009,9208,8029,1179,12.8
CN471610,47,161,"Stewart County, TN",2009,5702,5067,635,11.1
PS470300,47,163,"Sullivan County, TN",2009,73605,67127,6478,8.8
PA470550,47,165,"Sumner County, TN",2009,78292,70714,7578,9.7
CN471670,47,167,"Tipton County, TN",2009,28382,25076,3306,11.6
CN471690,47,169,"Trousdale County, TN",2009,3664,3224,440,12
CN471710,47,171,"Unicoi County, TN",2009,8418,7548,870,10.3
CN471730,47,173,"Union County, TN",2009,8767,7830,937,10.7
CN471750,47,175,"Van Buren County, TN",2009,2395,2054,341,14.2
CN471770,47,177,"Warren County, TN",2009,17536,15351,2185,12.5
PA470600,47,179,"Washington County, TN",2009,61139,55860,5279,8.6
CN471810,47,181,"Wayne County, TN",2009,6595,5742,853,12.9
CN471830,47,183,"Weakley County, TN",2009,15721,13673,2048,13
CN471850,47,185,"White County, TN",2009,10147,8773,1374,13.5
PA470800,47,187,"Williamson County, TN",2009,85150,78798,6352,7.5
PA471200,47,189,"Wilson County, TN",2009,56188,51153,5035,9
CN480010,48,001,"Anderson County, TX",2009,21846,19791,2055,9.4
CN480030,48,003,"Andrews County, TX",2009,7307,6749,558,7.6
PA481550,48,005,"Angelina County, TX",2009,41456,37765,3691,8.9
CN480070,48,007,"Aransas County, TX",2009,11438,10602,836,7.3
CN480090,48,009,"Archer County, TX",2009,5136,4804,332,6.5
CN480110,48,011,"Armstrong County, TX",2009,1089,1033,56,5.1
CN480130,48,013,"Atascosa County, TX",2009,19952,18370,1582,7.9
CN480150,48,015,"Austin County, TX",2009,13438,12314,1124,8.4
CN480170,48,017,"Bailey County, TX",2009,3447,3267,180,5.2
CN480190,48,019,"Bandera County, TX",2009,10121,9432,689,6.8
CN480210,48,021,"Bastrop County, TX",2009,35906,33018,2888,8
CN480230,48,023,"Baylor County, TX",2009,2200,2087,113,5.1
CN480250,48,025,"Bee County, TX",2009,11937,10713,1224,10.3
CN480270,48,027,"Bell County, TX",2009,126156,117230,8926,7.1
CN480290,48,029,"Bexar County, TX",2009,775599,719677,55922,7.2
CN480310,48,031,"Blanco County, TX",2009,4979,4692,287,5.8
CN480330,48,033,"Borden County, TX",2009,388,364,24,6.2
CN480350,48,035,"Bosque County, TX",2009,8885,8120,765,8.6
CN480370,48,037,"Bowie County, TX",2009,44843,41341,3502,7.8
PA483000,48,039,"Brazoria County, TX",2009,144497,131598,12899,8.9
PA481330,48,041,"Brazos County, TX",2009,92598,86824,5774,6.2
CN480430,48,043,"Brewster County, TX",2009,5292,5024,268,5.1
CN480450,48,045,"Briscoe County, TX",2009,745,701,44,5.9
CN480470,48,047,"Brooks County, TX",2009,3606,3249,357,9.9
CN480490,48,049,"Brown County, TX",2009,19593,18176,1417,7.2
CN480510,48,051,"Burleson County, TX",2009,8210,7601,609,7.4
CN480530,48,053,"Burnet County, TX",2009,22930,21488,1442,6.3
CN480550,48,055,"Caldwell County, TX",2009,16563,15197,1366,8.2
CN480570,48,057,"Calhoun County, TX",2009,9655,8736,919,9.5
CN480590,48,059,"Callahan County, TX",2009,7292,6834,458,6.3
PS480120,48,061,"Cameron County, TX",2009,150766,134545,16221,10.8
CN480630,48,063,"Camp County, TX",2009,6067,5487,580,9.6
CN480650,48,065,"Carson County, TX",2009,3483,3250,233,6.7
CN480670,48,067,"Cass County, TX",2009,13911,12171,1740,12.5
CN480690,48,069,"Castro County, TX",2009,3698,3502,196,5.3
CN480710,48,071,"Chambers County, TX",2009,14723,13150,1573,10.7
CN480730,48,073,"Cherokee County, TX",2009,21158,19103,2055,9.7
CN480750,48,075,"Childress County, TX",2009,3141,2939,202,6.4
CN480770,48,077,"Clay County, TX",2009,6303,5834,469,7.4
CN480790,48,079,"Cochran County, TX",2009,1635,1517,118,7.2
CN480810,48,081,"Coke County, TX",2009,1417,1295,122,8.6
CN480830,48,083,"Coleman County, TX",2009,4723,4395,328,6.9
CN480850,48,085,"Collin County, TX",2009,412914,380725,32189,7.8
CN480870,48,087,"Collingsworth County, TX",2009,1486,1398,88,5.9
CN480890,48,089,"Colorado County, TX",2009,11495,10733,762,6.6
CN480910,48,091,"Comal County, TX",2009,55281,51659,3622,6.6
CN480930,48,093,"Comanche County, TX",2009,7049,6616,433,6.1
CN480950,48,095,"Concho County, TX",2009,1315,1207,108,8.2
CN480970,48,097,"Cooke County, TX",2009,24402,22814,1588,6.5
PA483300,48,099,"Coryell County, TX",2009,24811,22644,2167,8.7
CN481010,48,101,"Cottle County, TX",2009,875,826,49,5.6
CN481030,48,103,"Crane County, TX",2009,1877,1698,179,9.5
CN481050,48,105,"Crockett County, TX",2009,2524,2279,245,9.7
CN481070,48,107,"Crosby County, TX",2009,2746,2553,193,7
CN481090,48,109,"Culberson County, TX",2009,1726,1649,77,4.5
CN481110,48,111,"Dallam County, TX",2009,3739,3574,165,4.4
CN481130,48,113,"Dallas County, TX",2009,1188945,1085204,103741,8.7
CN481150,48,115,"Dawson County, TX",2009,5482,5004,478,8.7
CN481170,48,117,"Deaf Smith County, TX",2009,9174,8638,536,5.8
CN481190,48,119,"Delta County, TX",2009,2392,2192,200,8.4
PA481520,48,121,"Denton County, TX",2009,351425,324538,26887,7.7
CN481230,48,123,"DeWitt County, TX",2009,9483,8693,790,8.3
CN481250,48,125,"Dickens County, TX",2009,1225,1151,74,6
CN481270,48,127,"Dimmit County, TX",2009,4349,3871,478,11
CN481290,48,129,"Donley County, TX",2009,1986,1846,140,7
CN481310,48,131,"Duval County, TX",2009,5815,5089,726,12.5
CN481330,48,133,"Eastland County, TX",2009,8792,8057,735,8.4
CN481350,48,135,"Ector County, TX",2009,75848,68865,6983,9.2
CN481370,48,137,"Edwards County, TX",2009,1112,1038,74,6.7
PA481900,48,139,"Ellis County, TX",2009,72380,66169,6211,8.6
PS480400,48,141,"El Paso County, TX",2009,310013,279760,30253,9.8
CN481430,48,143,"Erath County, TX",2009,19173,17814,1359,7.1
CN481450,48,145,"Falls County, TX",2009,6950,6287,663,9.5
CN481470,48,147,"Fannin County, TX",2009,14240,12955,1285,9
CN481490,48,149,"Fayette County, TX",2009,12818,12081,737,5.7
CN481510,48,151,"Fisher County, TX",2009,2096,1961,135,6.4
CN481530,48,153,"Floyd County, TX",2009,3476,3235,241,6.9
CN481550,48,155,"Foard County, TX",2009,793,748,45,5.7
PA483050,48,157,"Fort Bend County, TX",2009,264364,242306,22058,8.3
CN481590,48,159,"Franklin County, TX",2009,5819,5393,426,7.3
CN481610,48,161,"Freestone County, TX",2009,11038,10295,743,6.7
CN481630,48,163,"Frio County, TX",2009,7219,6614,605,8.4
CN481650,48,165,"Gaines County, TX",2009,7268,6771,497,6.8
PS480470,48,167,"Galveston County, TX",2009,143742,131454,12288,8.5
CN481690,48,169,"Garza County, TX",2009,2532,2388,144,5.7
CN481710,48,171,"Gillespie County, TX",2009,13437,12772,665,4.9
CN481730,48,173,"Glasscock County, TX",2009,632,599,33,5.2
CN481750,48,175,"Goliad County, TX",2009,3553,3273,280,7.9
CN481770,48,177,"Gonzales County, TX",2009,9771,9171,600,6.1
CN481790,48,179,"Gray County, TX",2009,12469,11363,1106,8.9
PA481000,48,181,"Grayson County, TX",2009,57481,52468,5013,8.7
CN481830,48,183,"Gregg County, TX",2009,65782,60537,5245,8
CN481850,48,185,"Grimes County, TX",2009,11688,10516,1172,10
CN481870,48,187,"Guadalupe County, TX",2009,58512,54591,3921,6.7
CN481890,48,189,"Hale County, TX",2009,17627,16492,1135,6.4
CN481910,48,191,"Hall County, TX",2009,1492,1359,133,8.9
CN481930,48,193,"Hamilton County, TX",2009,4609,4333,276,6
CN481950,48,195,"Hansford County, TX",2009,2834,2677,157,5.5
CN481970,48,197,"Hardeman County, TX",2009,2554,2371,183,7.2
CN481990,48,199,"Hardin County, TX",2009,26353,23700,2653,10.1
CN482010,48,201,"Harris County, TX",2009,1982505,1813931,168574,8.5
PA483400,48,203,"Harrison County, TX",2009,35026,31994,3032,8.7
CN482050,48,205,"Hartley County, TX",2009,2628,2516,112,4.3
CN482070,48,207,"Haskell County, TX",2009,3315,3144,171,5.2
CN482090,48,209,"Hays County, TX",2009,78114,72789,5325,6.8
CN482110,48,211,"Hemphill County, TX",2009,3347,3245,102,3
CN482130,48,213,"Henderson County, TX",2009,36673,33561,3112,8.5
CN482150,48,215,"Hidalgo County, TX",2009,299063,264465,34598,11.6
CN482170,48,217,"Hill County, TX",2009,16946,15509,1437,8.5
CN482190,48,219,"Hockley County, TX",2009,12612,11723,889,7
CN482210,48,221,"Hood County, TX",2009,27851,25746,2105,7.6
CN482230,48,223,"Hopkins County, TX",2009,18268,17081,1187,6.5
CN482250,48,225,"Houston County, TX",2009,8392,7531,861,10.3
CN482270,48,227,"Howard County, TX",2009,15054,13925,1129,7.5
CN482290,48,229,"Hudspeth County, TX",2009,1622,1517,105,6.5
PA483100,48,231,"Hunt County, TX",2009,39218,35887,3331,8.5
CN482330,48,233,"Hutchinson County, TX",2009,12145,11175,970,8
CN482350,48,235,"Irion County, TX",2009,934,884,50,5.4
CN482370,48,237,"Jack County, TX",2009,5972,5590,382,6.4
CN482390,48,239,"Jackson County, TX",2009,7252,6703,549,7.6
CN482410,48,241,"Jasper County, TX",2009,16253,14316,1937,11.9
CN482430,48,243,"Jeff Davis County, TX",2009,1267,1196,71,5.6
CN482450,48,245,"Jefferson County, TX",2009,114740,102383,12357,10.8
CN482470,48,247,"Jim Hogg County, TX",2009,2917,2625,292,10
CN482490,48,249,"Jim Wells County, TX",2009,23474,21115,2359,10
PA481540,48,251,"Johnson County, TX",2009,76453,69467,6986,9.1
CN482530,48,253,"Jones County, TX",2009,8085,7423,662,8.2
CN482550,48,255,"Karnes County, TX",2009,5447,4873,574,10.5
CN482570,48,257,"Kaufman County, TX",2009,47257,43105,4152,8.8
CN482590,48,259,"Kendall County, TX",2009,16158,15183,975,6
CN482610,48,261,"Kenedy County, TX",2009,246,231,15,6.1
CN482630,48,263,"Kent County, TX",2009,433,406,27,6.2
CN482650,48,265,"Kerr County, TX",2009,23910,22474,1436,6
CN482670,48,267,"Kimble County, TX",2009,2220,2101,119,5.4
CN482690,48,269,"King County, TX",2009,205,194,11,5.4
CN482710,48,271,"Kinney County, TX",2009,1429,1302,127,8.9
CN482730,48,273,"Kleberg County, TX",2009,16717,15431,1286,7.7
CN482750,48,275,"Knox County, TX",2009,1854,1736,118,6.4
CN482770,48,277,"Lamar County, TX",2009,25458,23467,1991,7.8
CN482790,48,279,"Lamb County, TX",2009,7309,6823,486,6.6
CN482810,48,281,"Lampasas County, TX",2009,10735,10076,659,6.1
CN482830,48,283,"La Salle County, TX",2009,3068,2765,303,9.9
CN482850,48,285,"Lavaca County, TX",2009,10108,9464,644,6.4
CN482870,48,287,"Lee County, TX",2009,9487,8829,658,6.9
CN482890,48,289,"Leon County, TX",2009,8227,7575,652,7.9
CN482910,48,291,"Liberty County, TX",2009,32613,28968,3645,11.2
CN482930,48,293,"Limestone County, TX",2009,11276,10467,809,7.2
CN482950,48,295,"Lipscomb County, TX",2009,2038,1914,124,6.1
CN482970,48,297,"Live Oak County, TX",2009,5291,4890,401,7.6
CN482990,48,299,"Llano County, TX",2009,8821,8181,640,7.3
CN483010,48,301,"Loving County, TX",2009,52,46,6,11.5
CN483030,48,303,"Lubbock County, TX",2009,141287,133235,8052,5.7
CN483050,48,305,"Lynn County, TX",2009,2893,2697,196,6.8
CN483070,48,307,"McCulloch County, TX",2009,4294,3902,392,9.1
CN483090,48,309,"McLennan County, TX",2009,113879,105786,8093,7.1
CN483110,48,311,"McMullen County, TX",2009,357,329,28,7.8
CN483130,48,313,"Madison County, TX",2009,5145,4698,447,8.7
CN483150,48,315,"Marion County, TX",2009,5451,4808,643,11.8
CN483170,48,317,"Martin County, TX",2009,2390,2271,119,5
CN483190,48,319,"Mason County, TX",2009,2497,2361,136,5.4
CN483210,48,321,"Matagorda County, TX",2009,17822,15822,2000,11.2
CN483230,48,323,"Maverick County, TX",2009,22442,19384,3058,13.6
CN483250,48,325,"Medina County, TX",2009,20480,19020,1460,7.1
CN483270,48,327,"Menard County, TX",2009,1072,976,96,9
CN483290,48,329,"Midland County, TX",2009,78287,73462,4825,6.2
CN483310,48,331,"Milam County, TX",2009,12601,11316,1285,10.2
CN483330,48,333,"Mills County, TX",2009,2327,2187,140,6
CN483350,48,335,"Mitchell County, TX",2009,3540,3231,309,8.7
CN483370,48,337,"Montague County, TX",2009,11498,10605,893,7.8
PA481800,48,339,"Montgomery County, TX",2009,211295,194543,16752,7.9
CN483410,48,341,"Moore County, TX",2009,11663,11050,613,5.3
CN483430,48,343,"Morris County, TX",2009,6875,5801,1074,15.6
CN483450,48,345,"Motley County, TX",2009,825,781,44,5.3
CN483470,48,347,"Nacogdoches County, TX",2009,31980,29737,2243,7
CN483490,48,349,"Navarro County, TX",2009,21890,20058,1832,8.4
CN483510,48,351,"Newton County, TX",2009,6301,5522,779,12.4
CN483530,48,353,"Nolan County, TX",2009,8099,7579,520,6.4
CN483550,48,355,"Nueces County, TX",2009,164281,151686,12595,7.7
CN483570,48,357,"Ochiltree County, TX",2009,6177,5787,390,6.3
CN483590,48,359,"Oldham County, TX",2009,967,914,53,5.5
PA480250,48,361,"Orange County, TX",2009,41829,37170,4659,11.1
CN483630,48,363,"Palo Pinto County, TX",2009,14820,13478,1342,9.1
CN483650,48,365,"Panola County, TX",2009,14790,13680,1110,7.5
CN483670,48,367,"Parker County, TX",2009,55138,50512,4626,8.4
CN483690,48,369,"Parmer County, TX",2009,4527,4309,218,4.8
CN483710,48,371,"Pecos County, TX",2009,7034,6213,821,11.7
CN483730,48,373,"Polk County, TX",2009,17751,15920,1831,10.3
CN483750,48,375,"Potter County, TX",2009,58456,54611,3845,6.6
CN483770,48,377,"Presidio County, TX",2009,3739,3073,666,17.8
CN483790,48,379,"Rains County, TX",2009,5238,4793,445,8.5
CN483810,48,381,"Randall County, TX",2009,68605,65113,3492,5.1
CN483830,48,383,"Reagan County, TX",2009,2915,2747,168,5.8
CN483850,48,385,"Real County, TX",2009,1637,1537,100,6.1
CN483870,48,387,"Red River County, TX",2009,6227,5576,651,10.5
CN483890,48,389,"Reeves County, TX",2009,4577,3937,640,14
CN483910,48,391,"Refugio County, TX",2009,4353,4050,303,7
CN483930,48,393,"Roberts County, TX",2009,615,577,38,6.2
CN483950,48,395,"Robertson County, TX",2009,7346,6707,639,8.7
CN483970,48,397,"Rockwall County, TX",2009,38476,35484,2992,7.8
CN483990,48,399,"Runnels County, TX",2009,4756,4278,478,10.1
CN484010,48,401,"Rusk County, TX",2009,24903,22634,2269,9.1
CN484030,48,403,"Sabine County, TX",2009,3697,3111,586,15.9
CN484050,48,405,"San Augustine County, TX",2009,3624,3232,392,10.8
CN484070,48,407,"San Jacinto County, TX",2009,10488,9438,1050,10
PA480450,48,409,"San Patricio County, TX",2009,30796,27792,3004,9.8
CN484110,48,411,"San Saba County, TX",2009,2494,2300,194,7.8
CN484130,48,413,"Schleicher County, TX",2009,1507,1339,168,11.1
CN484150,48,415,"Scurry County, TX",2009,8275,7679,596,7.2
CN484170,48,417,"Shackelford County, TX",2009,2247,2151,96,4.3
CN484190,48,419,"Shelby County, TX",2009,13000,11950,1050,8.1
CN484210,48,421,"Sherman County, TX",2009,1474,1402,72,4.9
CN484230,48,423,"Smith County, TX",2009,102032,93541,8491,8.3
CN484250,48,425,"Somervell County, TX",2009,4525,4196,329,7.3
CN484270,48,427,"Starr County, TX",2009,23970,19710,4260,17.8
CN484290,48,429,"Stephens County, TX",2009,5130,4777,353,6.9
CN484310,48,431,"Sterling County, TX",2009,856,817,39,4.6
CN484330,48,433,"Stonewall County, TX",2009,859,818,41,4.8
CN484350,48,435,"Sutton County, TX",2009,4200,3872,328,7.8
CN484370,48,437,"Swisher County, TX",2009,3648,3402,246,6.7
CN484390,48,439,"Tarrant County, TX",2009,915574,840160,75414,8.2
CN484410,48,441,"Taylor County, TX",2009,68703,64540,4163,6.1
CN484430,48,443,"Terrell County, TX",2009,385,355,30,7.8
CN484450,48,445,"Terry County, TX",2009,5853,5400,453,7.7
CN484470,48,447,"Throckmorton County, TX",2009,984,929,55,5.6
CN484490,48,449,"Titus County, TX",2009,14907,13761,1146,7.7
CN484510,48,451,"Tom Green County, TX",2009,52800,49088,3712,7
CN484530,48,453,"Travis County, TX",2009,565665,526300,39365,7
CN484550,48,455,"Trinity County, TX",2009,6176,5631,545,8.8
CN484570,48,457,"Tyler County, TX",2009,8759,7837,922,10.5
CN484590,48,459,"Upshur County, TX",2009,20174,18538,1636,8.1
CN484610,48,461,"Upton County, TX",2009,1940,1832,108,5.6
CN484630,48,463,"Uvalde County, TX",2009,11553,10525,1028,8.9
CN484650,48,465,"Val Verde County, TX",2009,21410,19358,2052,9.6
CN484670,48,467,"Van Zandt County, TX",2009,27499,25464,2035,7.4
PA481400,48,469,"Victoria County, TX",2009,46056,42425,3631,7.9
CN484710,48,471,"Walker County, TX",2009,27354,25217,2137,7.8
CN484730,48,473,"Waller County, TX",2009,16795,15278,1517,9
CN484750,48,475,"Ward County, TX",2009,5784,5290,494,8.5
CN484770,48,477,"Washington County, TX",2009,16892,15729,1163,6.9
PS480870,48,479,"Webb County, TX",2009,97359,88463,8896,9.1
CN484810,48,481,"Wharton County, TX",2009,21502,19812,1690,7.9
CN484830,48,483,"Wheeler County, TX",2009,3941,3722,219,5.6
CN484850,48,485,"Wichita County, TX",2009,62637,57554,5083,8.1
CN484870,48,487,"Wilbarger County, TX",2009,7943,7504,439,5.5
CN484890,48,489,"Willacy County, TX",2009,8283,7131,1152,13.9
PA483150,48,491,"Williamson County, TX",2009,208070,191914,16156,7.8
CN484930,48,493,"Wilson County, TX",2009,19134,17817,1317,6.9
CN484950,48,495,"Winkler County, TX",2009,3791,3449,342,9
CN484970,48,497,"Wise County, TX",2009,29279,26455,2824,9.6
CN484990,48,499,"Wood County, TX",2009,18962,17363,1599,8.4
CN485010,48,501,"Yoakum County, TX",2009,4503,4183,320,7.1
CN485030,48,503,"Young County, TX",2009,10552,9872,680,6.4
CN485050,48,505,"Zapata County, TX",2009,5629,4922,707,12.6
CN485070,48,507,"Zavala County, TX",2009,3815,3194,621,16.3
CN490010,49,001,"Beaver County, UT",2009,3717,3562,155,4.2
CN490030,49,003,"Box Elder County, UT",2009,24989,23588,1401,5.6
PA490400,49,005,"Cache County, UT",2009,61935,59358,2577,4.2
CN490070,49,007,"Carbon County, UT",2009,10683,9990,693,6.5
CN490090,49,009,"Daggett County, UT",2009,548,533,15,2.7
PS490100,49,011,"Davis County, UT",2009,143062,135044,8018,5.6
CN490130,49,013,"Duchesne County, UT",2009,11392,10601,791,6.9
CN490150,49,015,"Emery County, UT",2009,5274,4946,328,6.2
CN490170,49,017,"Garfield County, UT",2009,3406,3239,167,4.9
CN490190,49,019,"Grand County, UT",2009,5731,5432,299,5.2
CN490210,49,021,"Iron County, UT",2009,22015,20619,1396,6.3
CN490230,49,023,"Juab County, UT",2009,4109,3830,279,6.8
CN490250,49,025,"Kane County, UT",2009,3851,3682,169,4.4
CN490270,49,027,"Millard County, UT",2009,6971,6692,279,4
CN490290,49,029,"Morgan County, UT",2009,3932,3725,207,5.3
CN490310,49,031,"Piute County, UT",2009,1048,1008,40,3.8
CN490330,49,033,"Rich County, UT",2009,1806,1756,50,2.8
CN490350,49,035,"Salt Lake County, UT",2009,549364,516229,33135,6
CN490370,49,037,"San Juan County, UT",2009,5498,5024,474,8.6
CN490390,49,039,"Sanpete County, UT",2009,12013,11338,675,5.6
CN490410,49,041,"Sevier County, UT",2009,10319,9730,589,5.7
CN490430,49,043,"Summit County, UT",2009,21675,20423,1252,5.8
CN490450,49,045,"Tooele County, UT",2009,26863,25145,1718,6.4
CN490470,49,047,"Uintah County, UT",2009,20666,19301,1365,6.6
CN490490,49,049,"Utah County, UT",2009,221421,209388,12033,5.4
CN490510,49,051,"Wasatch County, UT",2009,10741,10092,649,6
CN490530,49,053,"Washington County, UT",2009,60639,55912,4727,7.8
CN490550,49,055,"Wayne County, UT",2009,1618,1550,68,4.2
CN490570,49,057,"Weber County, UT",2009,112596,104686,7910,7
CN500010,50,001,"Addison County, VT",2009,21203,19964,1239,5.8
CN500030,50,003,"Bennington County, VT",2009,21006,19575,1431,6.8
CN500050,50,005,"Caledonia County, VT",2009,17412,16201,1211,7
PA500100,50,007,"Chittenden County, VT",2009,89747,84653,5094,5.7
CN500090,50,009,"Essex County, VT",2009,3318,3059,259,7.8
CN500110,50,011,"Franklin County, VT",2009,26253,24637,1616,6.2
CN500130,50,013,"Grand Isle County, VT",2009,4234,3936,298,7
CN500150,50,015,"Lamoille County, VT",2009,15823,14775,1048,6.6
CN500170,50,017,"Orange County, VT",2009,16869,15944,925,5.5
CN500190,50,019,"Orleans County, VT",2009,15118,13870,1248,8.3
PA500200,50,021,"Rutland County, VT",2009,32619,29787,2832,8.7
PA500300,50,023,"Washington County, VT",2009,34821,32712,2109,6.1
CN500250,50,025,"Windham County, VT",2009,24539,22996,1543,6.3
PA500400,50,027,"Windsor County, VT",2009,33755,31809,1946,5.8
CN510010,51,001,"Accomack County, VA",2009,19375,18202,1173,6.1
PA510970,51,003,"Albemarle County, VA",2009,51585,49026,2559,5
CN510050,51,005,"Alleghany County, VA",2009,7001,6395,606,8.7
CN510070,51,007,"Amelia County, VA",2009,6574,6114,460,7
CN510090,51,009,"Amherst County, VA",2009,16315,15170,1145,7
CN510110,51,011,"Appomattox County, VA",2009,7294,6807,487,6.7
PS510100,51,013,"Arlington County, VA",2009,133753,128138,5615,4.2
PA510900,51,015,"Augusta County, VA",2009,38088,35884,2204,5.8
CN510170,51,017,"Bath County, VA",2009,2680,2534,146,5.4
CN510190,51,019,"Bedford County, VA",2009,36804,34519,2285,6.2
CN510210,51,021,"Bland County, VA",2009,3566,3300,266,7.5
CN510230,51,023,"Botetourt County, VA",2009,17545,16463,1082,6.2
CN510250,51,025,"Brunswick County, VA",2009,7262,6436,826,11.4
CN510270,51,027,"Buchanan County, VA",2009,9333,8508,825,8.8
CN510290,51,029,"Buckingham County, VA",2009,7332,6759,573,7.8
PA510800,51,031,"Campbell County, VA",2009,28534,26640,1894,6.6
CN510330,51,033,"Caroline County, VA",2009,13963,12819,1144,8.2
CN510350,51,035,"Carroll County, VA",2009,14475,12845,1630,11.3
CN510360,51,036,"Charles City County, VA",2009,3839,3505,334,8.7
CN510370,51,037,"Charlotte County, VA",2009,5607,5099,508,9.1
PA510750,51,041,"Chesterfield County, VA",2009,165761,154519,11242,6.8
CN510430,51,043,"Clarke County, VA",2009,8261,7759,502,6.1
CN510450,51,045,"Craig County, VA",2009,2577,2392,185,7.2
CN510470,51,047,"Culpeper County, VA",2009,21430,19815,1615,7.5
CN510490,51,049,"Cumberland County, VA",2009,4577,4258,319,7
CN510510,51,051,"Dickenson County, VA",2009,6308,5782,526,8.3
CN510530,51,053,"Dinwiddie County, VA",2009,12944,11875,1069,8.3
CN510570,51,057,"Essex County, VA",2009,5727,5284,443,7.7
PA510950,51,059,"Fairfax County, VA",2009,593487,565636,27851,4.7
CN510610,51,061,"Fauquier County, VA",2009,37709,35809,1900,5
CN510630,51,063,"Floyd County, VA",2009,7263,6747,516,7.1
CN510650,51,065,"Fluvanna County, VA",2009,13979,13164,815,5.8
CN510670,51,067,"Franklin County, VA",2009,26860,24758,2102,7.8
CN510690,51,069,"Frederick County, VA",2009,40208,37254,2954,7.3
CN510710,51,071,"Giles County, VA",2009,8652,7919,733,8.5
CN510730,51,073,"Gloucester County, VA",2009,20888,19738,1150,5.5
CN510750,51,075,"Goochland County, VA",2009,11146,10401,745,6.7
CN510770,51,077,"Grayson County, VA",2009,7388,6618,770,10.4
CN510790,51,079,"Greene County, VA",2009,10573,9964,609,5.8
CN510810,51,081,"Greensville County, VA",2009,4521,4108,413,9.1
CN510830,51,083,"Halifax County, VA",2009,16543,14648,1895,11.5
PA510960,51,085,"Hanover County, VA",2009,54725,51132,3593,6.6
PA510700,51,087,"Henrico County, VA",2009,163170,151447,11723,7.2
PA510450,51,089,"Henry County, VA",2009,25801,22354,3447,13.4
CN510910,51,091,"Highland County, VA",2009,1146,1078,68,5.9
CN510930,51,093,"Isle of Wight County, VA",2009,18980,17786,1194,6.3
CN510950,51,095,"James City County, VA",2009,31571,30112,1459,4.6
CN510970,51,097,"King and Queen County, VA",2009,3328,3078,250,7.5
CN510990,51,099,"King George County, VA",2009,9897,9154,743,7.5
CN511010,51,101,"King William County, VA",2009,8425,7885,540,6.4
CN511030,51,103,"Lancaster County, VA",2009,5657,5243,414,7.3
CN511050,51,105,"Lee County, VA",2009,9822,9129,693,7.1
PA510850,51,107,"Loudoun County, VA",2009,167609,159658,7951,4.7
CN511090,51,109,"Louisa County, VA",2009,16353,15021,1332,8.1
CN511110,51,111,"Lunenburg County, VA",2009,5554,5051,503,9.1
CN511130,51,113,"Madison County, VA",2009,7436,6987,449,6
CN511150,51,115,"Mathews County, VA",2009,4464,4250,214,4.8
CN511170,51,117,"Mecklenburg County, VA",2009,14041,12562,1479,10.5
CN511190,51,119,"Middlesex County, VA",2009,5135,4807,328,6.4
PA510600,51,121,"Montgomery County, VA",2009,46579,43655,2924,6.3
CN511250,51,125,"Nelson County, VA",2009,8010,7516,494,6.2
CN511270,51,127,"New Kent County, VA",2009,9421,8772,649,6.9
CN511310,51,131,"Northampton County, VA",2009,6185,5779,406,6.6
CN511330,51,133,"Northumberland County, VA",2009,6163,5763,400,6.5
CN511350,51,135,"Nottoway County, VA",2009,6482,5973,509,7.9
CN511370,51,137,"Orange County, VA",2009,15864,14657,1207,7.6
CN511390,51,139,"Page County, VA",2009,12057,10880,1177,9.8
CN511410,51,141,"Patrick County, VA",2009,9334,8406,928,9.9
PA510500,51,143,"Pittsylvania County, VA",2009,31440,28188,3252,10.3
CN511450,51,145,"Powhatan County, VA",2009,14218,13361,857,6
CN511470,51,147,"Prince Edward County, VA",2009,9920,9086,834,8.4
CN511490,51,149,"Prince George County, VA",2009,14697,13619,1078,7.3
CN511530,51,153,"Prince William County, VA",2009,205229,194305,10924,5.3
CN511550,51,155,"Pulaski County, VA",2009,19098,17035,2063,10.8
CN511570,51,157,"Rappahannock County, VA",2009,4204,3970,234,5.6
CN511590,51,159,"Richmond County, VA",2009,4264,3958,306,7.2
PA510350,51,161,"Roanoke County, VA",2009,49221,46338,2883,5.9
CN511630,51,163,"Rockbridge County, VA",2009,11585,10941,644,5.6
PA510650,51,165,"Rockingham County, VA",2009,41797,39562,2235,5.3
CN511670,51,167,"Russell County, VA",2009,12415,11225,1190,9.6
CN511690,51,169,"Scott County, VA",2009,10075,9074,1001,9.9
CN511710,51,171,"Shenandoah County, VA",2009,20376,18826,1550,7.6
CN511730,51,173,"Smyth County, VA",2009,15547,13957,1590,10.2
CN511750,51,175,"Southampton County, VA",2009,7850,7247,603,7.7
CN511770,51,177,"Spotsylvania County, VA",2009,66032,62687,3345,5.1
